date,最高温度,最低温度,天气状况_数字编码,target
2019/6/3,31.00 ,25.00 ,12,243221.65
2019/6/4,34.00 ,26.00 ,12,275636.3116
2019/6/5,33.00 ,26.00 ,12,276693.7747
2019/6/6,35.00 ,26.00 ,12,275365.319
2019/6/7,35.00 ,28.00 ,12,221743.824
2019/6/8,35.00 ,28.00 ,5,248322.7241
2019/6/9,35.00 ,27.00 ,12,232768.6308
2019/6/10,33.00 ,24.00 ,10,253324.9411
2019/6/11,29.00 ,25.00 ,8,274152.8875
2019/6/12,30.00 ,24.00 ,10,242426.5674
2019/6/13,31.00 ,25.00 ,11,246777.0207
2019/6/14,33.00 ,25.00 ,1,195555.5414
2019/6/15,35.00 ,25.00 ,1,23883.3658
2019/6/16,33.00 ,26.00 ,12,182475.6018
2019/6/17,32.00 ,26.00 ,12,244356.9065
2019/6/18,33.00 ,26.00 ,6,255775.3042
2019/6/19,35.00 ,27.00 ,5,259798.6473
2019/6/20,35.00 ,28.00 ,1,270012.0151
2019/6/21,35.00 ,28.00 ,12,271250.199
2019/6/22,35.00 ,29.00 ,1,261386.7295
2019/6/23,34.00 ,26.00 ,11,245858.0528
2019/6/24,27.00 ,25.00 ,10,249584.8939
2019/6/25,30.00 ,26.00 ,10,244594.9278
2019/6/26,31.00 ,26.00 ,7,242001.2664
2019/6/27,34.00 ,27.00 ,12,253687.289
2019/6/28,35.00 ,28.00 ,12,277395.2804
2019/6/29,36.00 ,28.00 ,12,269802.4017
2019/6/30,36.00 ,28.00 ,12,248021.4011
2019/7/1,34.00 ,28.00 ,8,280719.9865
2019/7/2,34.00 ,25.00 ,5,277000.8188
2019/7/3,30.00 ,26.00 ,10,295079.4532
2019/7/4,33.00 ,26.00 ,12,300356.7927
2019/7/5,34.00 ,28.00 ,5,298731.0003
2019/7/6,35.00 ,28.00 ,5,274933.9807
2019/7/7,35.00 ,28.00 ,1,281723.1953
2019/7/8,35.00 ,28.00 ,12,285384.0127
2019/7/9,32.00 ,25.00 ,12,278746.6227
2019/7/10,30.00 ,26.00 ,12,289884.8988
2019/7/11,30.00 ,26.00 ,5,279444.2569
2019/7/12,34.00 ,27.00 ,12,273591.4651
2019/7/13,34.00 ,28.00 ,5,263236.665
2019/7/14,34.00 ,28.00 ,5,279543.9764
2019/7/15,35.00 ,27.00 ,12,283671.1782
2019/7/16,35.00 ,28.00 ,1,299738.2925
2019/7/17,37.00 ,29.00 ,0,306991.8744
2019/7/18,37.00 ,28.00 ,5,288794.2975
2019/7/19,36.00 ,28.00 ,12,292344.1216
2019/7/20,34.00 ,27.00 ,12,276643.4115
2019/7/21,35.00 ,27.00 ,12,260717.5432
2019/7/22,33.00 ,26.00 ,12,279549.3089
2019/7/23,34.00 ,26.00 ,12,277630.1956
2019/7/24,34.00 ,26.00 ,12,275877.3936
2019/7/25,34.00 ,27.00 ,12,299595.8039
2019/7/26,35.00 ,27.00 ,12,275392.9048
2019/7/27,36.00 ,27.00 ,1,277501.2251
2019/7/28,35.00 ,27.00 ,12,248842.2904
2019/7/29,33.00 ,28.00 ,12,283385.6617
2019/7/30,33.00 ,26.00 ,5,296007.8859
2019/7/31,30.00 ,26.00 ,10,281443.4167
2019/8/1,29.00 ,25.00 ,11,281193.1955
2019/8/2,29.00 ,25.00 ,9,281495.2938
2019/8/3,30.00 ,25.00 ,9,267913.1266
2019/8/4,33.00 ,27.00 ,1,255114.7797
2019/8/5,35.00 ,27.00 ,1,272920.6238
2019/8/6,35.00 ,28.00 ,5,303133.0668
2019/8/7,36.00 ,27.00 ,12,302552.4539
2019/8/8,37.00 ,28.00 ,1,285916.6942
2019/8/9,37.00 ,28.00 ,0,281650.2974
2019/8/10,37.00 ,28.00 ,12,274133.6232
2019/8/11,35.00 ,28.00 ,12,267838.3905
2019/8/12,34.00 ,27.00 ,12,289872.6779
2019/8/13,36.00 ,27.00 ,12,304405.386
2019/8/14,35.00 ,27.00 ,12,291944.9083
2019/8/15,35.00 ,26.00 ,12,287913.9792
2019/8/16,35.00 ,27.00 ,12,276972.8016
2019/8/17,32.00 ,26.00 ,8,273156.568
2019/8/18,30.00 ,25.00 ,12,259625.2649
2019/8/19,31.00 ,25.00 ,12,273049.6516
2019/8/20,35.00 ,26.00 ,12,299187.479
2019/8/21,35.00 ,27.00 ,5,301932.9103
2019/8/22,35.00 ,28.00 ,12,286900.1351
2019/8/23,34.00 ,27.00 ,1,280074.7905
2019/8/24,37.00 ,27.00 ,2,291851.7256
2019/8/25,33.00 ,26.00 ,8,257405.2012
2019/8/26,30.00 ,25.00 ,9,273727.7425
2019/8/27,33.00 ,27.00 ,5,273788.4613
2019/8/28,36.00 ,27.00 ,1,277895.626
2019/8/29,33.00 ,26.00 ,12,283085.6198
2019/8/30,31.00 ,26.00 ,10,278211.6335
2019/8/31,30.00 ,25.00 ,12,283806.2186
2019/9/1,33.00 ,25.00 ,8,255937.8864
2019/9/2,31.00 ,25.00 ,9,277304.1537
2019/9/3,31.00 ,24.00 ,12,297573.0452
2019/9/4,32.00 ,25.00 ,7,267032.9942
2019/9/5,32.00 ,25.00 ,12,271065.1978
2019/9/6,33.00 ,26.00 ,5,300331.1585
2019/9/7,36.00 ,27.00 ,0,279942.3555
2019/9/8,35.00 ,27.00 ,1,258103.5953
2019/9/9,35.00 ,26.00 ,12,309370.9799
2019/9/10,35.00 ,27.00 ,5,278924.4914
2019/9/11,35.00 ,27.00 ,1,292513.2692
2019/9/12,35.00 ,26.00 ,5,290473.6552
2019/9/13,36.00 ,27.00 ,1,243088.1468
2019/9/14,34.00 ,27.00 ,12,258157.6313
2019/9/15,32.00 ,26.00 ,12,269228.8331
2019/9/16,33.00 ,25.00 ,12,275426.499
2019/9/17,33.00 ,26.00 ,5,272293.6565
2019/9/18,34.00 ,25.00 ,12,280491.0116
2019/9/19,34.00 ,24.00 ,0,284883.3904
2019/9/20,32.00 ,23.00 ,0,282835.1853
2019/9/21,32.00 ,23.00 ,0,271116.9146
2019/9/22,31.00 ,22.00 ,0,277255.7448
2019/9/23,30.00 ,21.00 ,0,278458.0122
2019/9/24,32.00 ,23.00 ,0,273918.7077
2019/9/25,32.00 ,23.00 ,0,294237.3866
2019/9/26,33.00 ,23.00 ,0,265738.1122
2019/9/27,33.00 ,23.00 ,0,292103.0858
2019/9/28,33.00 ,23.00 ,0,272596.6027
2019/9/29,33.00 ,23.00 ,0,263497.8786
2019/9/30,34.00 ,22.00 ,0,261256.8348
2019/10/1,35.00 ,24.00 ,0,214467.2244
2019/10/2,34.00 ,25.00 ,0,237499.4411
2019/10/3,35.00 ,26.00 ,0,249484.6873
2019/10/4,34.00 ,25.00 ,0,260826.1344
2019/10/5,34.00 ,25.00 ,1,249096.2274
2019/10/6,33.00 ,23.00 ,6,252613.776
2019/10/7,30.00 ,23.00 ,5,285950.2348
2019/10/8,32.00 ,24.00 ,1,280650.9617
2019/10/9,31.00 ,23.00 ,4,278272.4917
2019/10/10,32.00 ,25.00 ,1,277977.5293
2019/10/11,33.00 ,25.00 ,0,300026.7991
2019/10/12,33.00 ,24.00 ,12,283411.5775
2019/10/13,31.00 ,23.00 ,12,251931.3991
2019/10/14,29.00 ,23.00 ,1,264197.8172
2019/10/15,30.00 ,23.00 ,0,258957.6355
2019/10/16,31.00 ,23.00 ,1,256592.8598
2019/10/17,31.00 ,21.00 ,0,274061.5853
2019/10/18,30.00 ,20.00 ,0,284672.56
2019/10/19,31.00 ,22.00 ,0,246433.4233
2019/10/20,30.00 ,22.00 ,0,245985.8111
2019/10/21,30.00 ,21.00 ,0,279116.2978
2019/10/22,30.00 ,22.00 ,1,285540.7684
2019/10/23,30.00 ,22.00 ,4,274832.193
2019/10/24,28.00 ,22.00 ,2,272041.1134
2019/10/25,30.00 ,21.00 ,1,253212.1644
2019/10/26,28.00 ,21.00 ,2,260785.3083
2019/10/27,26.00 ,20.00 ,2,245126.2513
2019/10/28,28.00 ,19.00 ,1,278581.4689
2019/10/29,27.00 ,17.00 ,0,259587.8228
2019/10/30,27.00 ,17.00 ,1,250303.9208
2019/10/31,28.00 ,19.00 ,1,250801.0251
2019/11/1,28.00 ,20.00 ,1,249899.2789
2019/11/2,31.00 ,23.00 ,1,263331.1742
2019/11/3,30.00 ,20.00 ,1,262297.3257
2019/11/4,28.00 ,18.00 ,0,241222.0118
2019/11/5,27.00 ,17.00 ,0,239490.3791
2019/11/6,28.00 ,18.00 ,0,238959.965
2019/11/7,27.00 ,17.00 ,1,237749.85
2019/11/8,27.00 ,17.00 ,0,237156.4228
2019/11/9,27.00 ,17.00 ,0,231231.9446
2019/11/10,27.00 ,16.00 ,0,224945.1091
2019/11/11,29.00 ,17.00 ,0,236751.4103
2019/11/12,28.00 ,19.00 ,0,241285.5808
2019/11/13,29.00 ,16.00 ,0,243199.6094
2019/11/14,25.00 ,16.00 ,0,237979.5324
2019/11/15,26.00 ,18.00 ,0,238679.0654
2019/11/16,29.00 ,20.00 ,0,232602.2116
2019/11/17,27.00 ,18.00 ,0,222339.313
2019/11/18,24.00 ,14.00 ,1,239452.9279
2019/11/19,22.00 ,14.00 ,0,233660.7969
2019/11/20,25.00 ,15.00 ,0,233587.0946
2019/11/21,24.00 ,17.00 ,0,233638.9529
2019/11/22,26.00 ,17.00 ,0,235072.4417
2019/11/23,28.00 ,17.00 ,0,231048.4716
2019/11/24,28.00 ,17.00 ,0,225095.4411
2019/11/25,28.00 ,16.00 ,1,237480.9969
2019/11/26,24.00 ,18.00 ,1,233463.8334
2019/11/27,25.00 ,15.00 ,1,236197.7654
2019/11/28,19.00 ,12.00 ,1,232442.1369
2019/11/29,21.00 ,12.00 ,1,231205.5517
2019/11/30,24.00 ,13.00 ,1,224660.4546
2019/12/1,25.00 ,13.00 ,0,214331.1627
2019/12/2,17.00 ,10.00 ,1,228045.9553
2019/12/3,19.00 ,10.00 ,0,229891.9537
2019/12/4,20.00 ,11.00 ,1,231311.433
2019/12/5,18.00 ,13.00 ,1,232349.0211
2019/12/6,20.00 ,9.00 ,0,229628.4804
2019/12/7,20.00 ,8.00 ,0,225936.5436
2019/12/8,21.00 ,10.00 ,0,217697.2033
2019/12/9,20.00 ,10.00 ,1,233147.4102
2019/12/10,22.00 ,10.00 ,0,229655.5202
2019/12/11,23.00 ,10.00 ,0,229995.8241
2019/12/12,24.00 ,12.00 ,0,231137.8087
2019/12/13,25.00 ,15.00 ,0,231496.4811
2019/12/14,25.00 ,14.00 ,1,226210.4675
2019/12/15,26.00 ,15.00 ,1,214685.7306
2019/12/16,25.00 ,19.00 ,2,230819.5641
2019/12/17,26.00 ,19.00 ,1,235242.7836
2019/12/18,27.00 ,16.00 ,4,239197.4133
2019/12/19,15.00 ,13.00 ,2,234356.3417
2019/12/20,20.00 ,13.00 ,2,231553.1555
2019/12/21,19.00 ,13.00 ,2,226063.6785
2019/12/22,22.00 ,16.00 ,2,218088.188
2019/12/23,23.00 ,15.00 ,4,230638.5975
2019/12/24,24.00 ,18.00 ,2,232945.0433
2019/12/25,22.00 ,16.00 ,1,232385.5684
2019/12/26,22.00 ,11.00 ,1,232210.9356
2019/12/27,18.00 ,10.00 ,0,230640.7355
2019/12/28,21.00 ,12.00 ,2,224488.8268
2019/12/29,18.00 ,15.00 ,4,217863.6872
2019/12/30,22.00 ,14.00 ,5,226062.6194
2019/12/31,22.00 ,14.00 ,1,220699.741
2020/1/1,21.00 ,14.00 ,2,186710.5015
2020/1/2,23.00 ,15.00 ,1,226577.925
2020/1/3,23.00 ,15.00 ,1,228546.9143
2020/1/4,24.00 ,16.00 ,1,224754.6597
2020/1/5,24.00 ,16.00 ,4,219153.2883
2020/1/6,25.00 ,20.00 ,2,228658.4205
2020/1/7,26.00 ,16.00 ,1,227857.8454
2020/1/8,24.00 ,15.00 ,1,225055.1678
2020/1/9,25.00 ,17.00 ,1,224447.7094
2020/1/10,25.00 ,19.00 ,2,222878.8863
2020/1/11,24.00 ,11.00 ,4,213847.3807
2020/1/12,15.00 ,9.00 ,2,202173.6823
2020/1/13,21.00 ,12.00 ,1,208829.778
2020/1/14,21.00 ,15.00 ,1,200661.6337
2020/1/15,23.00 ,14.00 ,1,193271.042
2020/1/16,23.00 ,13.00 ,2,187361.9988
2020/1/17,14.00 ,10.00 ,2,179869.6692
2020/1/18,15.00 ,12.00 ,2,167295.7811
2020/1/19,15.00 ,12.00 ,2,163151.2481
2020/1/20,18.00 ,12.00 ,2,152769.2001
2020/1/21,21.00 ,15.00 ,2,146109.7837
2020/1/22,24.00 ,18.00 ,2,135736.2162
2020/1/23,26.00 ,19.00 ,1,133852.9283
2020/1/24,27.00 ,19.00 ,2,125301.7075
2020/1/25,15.00 ,11.00 ,6,122493.5165
2020/1/26,15.00 ,7.00 ,4,120613.2124
2020/1/27,15.00 ,7.00 ,1,117852.1971
2020/1/28,15.00 ,7.00 ,1,117880.9752
2020/1/29,16.00 ,8.00 ,1,115131.6854
2020/1/30,17.00 ,8.00 ,0,116242.4956
2020/1/31,20.00 ,8.00 ,1,117684.5322
2020/2/1,19.00 ,10.00 ,2,116895.8552
2020/2/2,20.00 ,14.00 ,2,116823.3108
2020/2/3,19.00 ,11.00 ,6,120958.6412
2020/2/4,15.00 ,11.00 ,5,122151.101
2020/2/5,18.00 ,13.00 ,4,121963.0829
2020/2/6,18.00 ,14.00 ,4,121954.5717
2020/2/7,16.00 ,12.00 ,4,121692.6566
2020/2/8,19.00 ,13.00 ,2,120351.8711
2020/2/9,18.00 ,12.00 ,2,120932.5666
2020/2/10,19.00 ,14.00 ,4,133443.7027
2020/2/11,18.00 ,14.00 ,4,133753.3441
2020/2/12,21.00 ,16.00 ,4,136577.4429
2020/2/13,21.00 ,17.00 ,10,140354.506
2020/2/14,23.00 ,19.00 ,6,142360.0218
2020/2/15,21.00 ,8.00 ,11,141283.8109
2020/2/16,12.00 ,6.00 ,4,135959.8746
2020/2/17,16.00 ,6.00 ,0,149498.3959
2020/2/18,17.00 ,8.00 ,0,154987.9058
2020/2/19,19.00 ,10.00 ,1,157457.0563
2020/2/20,22.00 ,12.00 ,1,156564.737
2020/2/21,24.00 ,14.00 ,1,158898.8226
2020/2/22,26.00 ,15.00 ,1,158567.783
2020/2/23,26.00 ,16.00 ,1,157525.5182
2020/2/24,25.00 ,18.00 ,1,174219.0767
2020/2/25,27.00 ,18.00 ,1,179694.9678
2020/2/26,28.00 ,19.00 ,1,183243.7558
2020/2/27,28.00 ,18.00 ,2,187007.3985
2020/2/28,26.00 ,19.00 ,2,188934.4104
2020/2/29,27.00 ,18.00 ,2,185021.5556
2020/3/1,27.00 ,19.00 ,1,183684.2804
2020/3/2,26.00 ,18.00 ,1,199212.3436
2020/3/3,25.00 ,18.00 ,6,203077.9186
2020/3/4,18.00 ,13.00 ,8,204808.4827
2020/3/5,20.00 ,14.00 ,2,205582.1061
2020/3/6,21.00 ,18.00 ,2,206566.1593
2020/3/7,24.00 ,18.00 ,2,202235.5632
2020/3/8,26.00 ,22.00 ,2,198965.8769
2020/3/9,26.00 ,18.00 ,6,211462.2587
2020/3/10,23.00 ,16.00 ,1,210787.2708
2020/3/11,24.00 ,18.00 ,4,210818.9798
2020/3/12,23.00 ,18.00 ,2,212935.9473
2020/3/13,27.00 ,18.00 ,4,216219.9177
2020/3/14,21.00 ,16.00 ,2,210398.9051
2020/3/15,24.00 ,17.00 ,1,199176.0094
2020/3/16,23.00 ,19.00 ,2,214051.5377
2020/3/17,23.00 ,20.00 ,4,218995.4539
2020/3/18,22.00 ,18.00 ,7,217222.2499
2020/3/19,22.00 ,19.00 ,8,218764.6156
2020/3/20,24.00 ,21.00 ,5,219301.3436
2020/3/21,25.00 ,21.00 ,2,215129.7922
2020/3/22,29.00 ,21.00 ,1,210148.3479
2020/3/23,28.00 ,22.00 ,1,226618.2772
2020/3/24,29.00 ,22.00 ,5,225640.7489
2020/3/25,27.00 ,22.00 ,12,227029.7221
2020/3/26,27.00 ,20.00 ,12,225678.0687
2020/3/27,27.00 ,17.00 ,11,229461.074
2020/3/28,21.00 ,17.00 ,2,217455.8512
2020/3/29,21.00 ,18.00 ,4,211410.0279
2020/3/30,16.00 ,13.00 ,4,220588.6655
2020/3/31,16.00 ,13.00 ,5,221351.5861
2020/4/1,18.00 ,14.00 ,5,219790.1622
2020/4/2,18.00 ,14.00 ,4,219922.0643
2020/4/3,19.00 ,16.00 ,4,213644.6685
2020/4/4,18.00 ,15.00 ,5,179822.8472
2020/4/5,16.00 ,15.00 ,8,195843.6085
2020/4/6,16.00 ,14.00 ,10,212661.1811
2020/4/7,18.00 ,16.00 ,2,219099.1377
2020/4/8,24.00 ,17.00 ,1,219307.1996
2020/4/9,26.00 ,19.00 ,1,221256.1754
2020/4/10,28.00 ,19.00 ,1,221751.6845
2020/4/11,27.00 ,15.00 ,9,219161.8721
2020/4/12,22.00 ,11.00 ,0,205927.6451
2020/4/13,24.00 ,15.00 ,1,216379.2615
2020/4/14,23.00 ,15.00 ,2,220683.7283
2020/4/15,25.00 ,16.00 ,1,218637.1264
2020/4/16,27.00 ,18.00 ,1,220533.0261
2020/4/17,28.00 ,21.00 ,2,222598.921
2020/4/18,28.00 ,22.00 ,2,217453.591
2020/4/19,29.00 ,23.00 ,1,212899.7464
2020/4/20,31.00 ,24.00 ,1,234212.9114
2020/4/21,31.00 ,21.00 ,12,240529.4849
2020/4/22,23.00 ,18.00 ,8,224067.8655
2020/4/23,20.00 ,16.00 ,6,221456.5895
2020/4/24,19.00 ,15.00 ,4,219363.1136
2020/4/25,22.00 ,17.00 ,4,213296.4319
2020/4/26,25.00 ,19.00 ,2,212945.8688
2020/4/27,29.00 ,19.00 ,1,225364.9906
2020/4/28,30.00 ,20.00 ,1,231139.5146
2020/4/29,31.00 ,21.00 ,1,229704.7657
2020/4/30,31.00 ,22.00 ,1,227360.89
2020/5/1,32.00 ,23.00 ,1,186706.6413
2020/5/2,32.00 ,25.00 ,1,203371.0194
2020/5/3,33.00 ,25.00 ,0,215756.9538
2020/5/4,35.00 ,26.00 ,0,236955.1598
2020/5/5,35.00 ,27.00 ,1,244282.8308
2020/5/6,35.00 ,27.00 ,1,261604.5763
2020/5/7,35.00 ,28.00 ,1,264723.7923
2020/5/8,34.00 ,28.00 ,1,268339.1965
2020/5/9,35.00 ,27.00 ,12,267807.6531
2020/5/10,32.00 ,25.00 ,8,245702.5655
2020/5/11,31.00 ,24.00 ,8,264033.0126
2020/5/12,30.00 ,24.00 ,2,257740.9466
2020/5/13,33.00 ,26.00 ,12,262774.6737
2020/5/14,32.00 ,25.00 ,5,262234.4142
2020/5/15,34.00 ,26.00 ,1,264469.1725
2020/5/16,35.00 ,26.00 ,1,250365.3522
2020/5/17,32.00 ,24.00 ,10,234578.3838
2020/5/18,29.00 ,24.00 ,10,258178.845
2020/5/19,31.00 ,24.00 ,12,261626.276
2020/5/20,33.00 ,25.00 ,12,266453.7253
2020/5/21,29.00 ,25.00 ,11,268825.3403
2020/5/22,30.00 ,25.00 ,9,263825.0627
2020/5/23,30.00 ,24.00 ,12,247261.8511
2020/5/24,33.00 ,25.00 ,1,236934.3833
2020/5/25,30.00 ,25.00 ,10,263928.8327
2020/5/26,32.00 ,26.00 ,5,268193.1167
2020/5/27,31.00 ,25.00 ,2,258399.7289
2020/5/28,32.00 ,25.00 ,1,258465.6552
2020/5/29,31.00 ,25.00 ,5,265589.133
2020/5/30,30.00 ,26.00 ,12,248501.9858
2020/5/31,33.00 ,26.00 ,12,238017.5703
2020/6/1,31.00 ,26.00 ,12,265452.3274
2020/6/2,31.00 ,26.00 ,9,259558.8689
2020/6/3,33.00 ,25.00 ,12,262939.7895
2020/6/4,33.00 ,26.00 ,12,269998.3766
2020/6/5,33.00 ,25.00 ,12,272392.3744
2020/6/6,30.00 ,25.00 ,11,252122.1456
2020/6/7,29.00 ,25.00 ,12,234502.2087
2020/6/8,30.00 ,26.00 ,11,262500.656
2020/6/9,31.00 ,26.00 ,12,265019.4936
2020/6/10,32.00 ,26.00 ,1,264516.5225
2020/6/11,35.00 ,27.00 ,1,269195.9514
2020/6/12,35.00 ,27.00 ,1,270836.7008
2020/6/13,35.00 ,26.00 ,6,259351.9978
2020/6/14,30.00 ,25.00 ,9,238621.8203
2020/6/15,31.00 ,26.00 ,5,268854.317
2020/6/16,33.00 ,26.00 ,12,269116.8829
2020/6/17,33.00 ,25.00 ,5,269540.8402
2020/6/18,33.00 ,26.00 ,5,272122.2214
2020/6/19,35.00 ,27.00 ,0,271442.889
2020/6/20,35.00 ,27.00 ,1,259912.4941
2020/6/21,35.00 ,28.00 ,1,249366.7669
2020/6/22,35.00 ,28.00 ,1,278392.7457
2020/6/23,35.00 ,29.00 ,1,278194.7777
2020/6/24,35.00 ,28.00 ,1,278263.5323
2020/6/25,31.00 ,27.00 ,12,221704.5348
2020/6/26,34.00 ,27.00 ,1,247414.303
2020/6/27,35.00 ,27.00 ,1,254672.2025
2020/6/28,35.00 ,28.00 ,1,272459.5273
2020/6/29,35.00 ,28.00 ,1,274207.2761
2020/6/30,35.00 ,28.00 ,1,276624.7687
2020/7/1,34.00 ,26.00 ,12,273928.2459
2020/7/2,34.00 ,27.00 ,12,278968.6794
2020/7/3,33.00 ,27.00 ,12,273194.8865
2020/7/4,33.00 ,27.00 ,12,260221.9505
2020/7/5,35.00 ,27.00 ,1,248608.1813
2020/7/6,36.00 ,27.00 ,5,278611.3353
2020/7/7,35.00 ,28.00 ,1,280185.3914
2020/7/8,34.00 ,28.00 ,5,280456.5578
2020/7/9,34.00 ,27.00 ,12,282065.4657
2020/7/10,35.00 ,29.00 ,1,282146.8626
2020/7/11,35.00 ,29.00 ,1,269497.5368
2020/7/12,35.00 ,28.00 ,1,254936.1622
2020/7/13,36.00 ,28.00 ,0,283502.8823
2020/7/14,37.00 ,28.00 ,1,285426.857
2020/7/15,37.00 ,28.00 ,0,284451.525
2020/7/16,36.00 ,29.00 ,1,283500.5422
2020/7/17,36.00 ,29.00 ,0,282914.6269
2020/7/18,37.00 ,28.00 ,1,271810.6729
2020/7/19,36.00 ,28.00 ,1,254613.0269
2020/7/20,36.00 ,29.00 ,1,281874.1932
2020/7/21,36.00 ,28.00 ,1,282534.9592
2020/7/22,37.00 ,28.00 ,0,281338.6125
2020/7/23,36.00 ,28.00 ,0,282416.8673
2020/7/24,38.00 ,28.00 ,1,283157.2516
2020/7/25,37.00 ,29.00 ,0,271266.5525
2020/7/26,38.00 ,29.00 ,0,254224.4318
2020/7/27,37.00 ,29.00 ,1,284770.553
2020/7/28,36.00 ,28.00 ,1,283874.5247
2020/7/29,37.00 ,28.00 ,1,283853.4996
2020/7/30,35.00 ,27.00 ,12,285616.4519
2020/7/31,31.00 ,26.00 ,8,275376.1409
2020/8/1,31.00 ,26.00 ,8,260173.0663
2020/8/2,29.00 ,25.00 ,9,244379.2443
2020/8/3,31.00 ,25.00 ,7,269334.2715
2020/8/4,35.00 ,26.00 ,12,270041.4218
2020/8/5,30.00 ,25.00 ,8,267072.729
2020/8/6,33.00 ,26.00 ,12,272939.0993
2020/8/7,35.00 ,26.00 ,1,276048.2371
2020/8/8,34.00 ,26.00 ,4,266373.3509
2020/8/9,36.00 ,27.00 ,1,254796.8545
2020/8/10,36.00 ,27.00 ,1,280497.0311
2020/8/11,36.00 ,27.00 ,1,282048.517
2020/8/12,32.00 ,26.00 ,12,276057.3588
2020/8/13,33.00 ,25.00 ,8,271812.2903
2020/8/14,33.00 ,26.00 ,12,275745.4044
2020/8/15,34.00 ,26.00 ,5,258104.5563
2020/8/16,34.00 ,27.00 ,12,246111.9555
2020/8/17,33.00 ,26.00 ,4,275121.8622
2020/8/18,33.00 ,25.00 ,4,277583.6676
2020/8/19,28.00 ,26.00 ,4,263860.0167
2020/8/20,32.00 ,27.00 ,12,273481.3065
2020/8/21,36.00 ,26.00 ,4,275919.5869
2020/8/22,35.00 ,26.00 ,1,266231.6338
2020/8/23,35.00 ,26.00 ,12,253937.5853
2020/8/24,34.00 ,26.00 ,1,283655.4711
2020/8/25,36.00 ,26.00 ,1,287386.0752
2020/8/26,31.00 ,24.00 ,2,284160.188
2020/8/27,34.00 ,25.00 ,1,281054.8171
2020/8/28,36.00 ,27.00 ,1,283710.2902
2020/8/29,36.00 ,28.00 ,1,269452.8383
2020/8/30,35.00 ,27.00 ,1,256631.7042
2020/8/31,35.00 ,27.00 ,12,278106.4172
2020/9/1,36.00 ,28.00 ,12,282802.8604
2020/9/2,36.00 ,27.00 ,1,287010.4516
2020/9/3,36.00 ,28.00 ,1,286197.9387
2020/9/4,35.00 ,27.00 ,12,289028.5063
2020/9/5,33.00 ,27.00 ,12,264714.5936
2020/9/6,34.00 ,26.00 ,12,256750.9357
2020/9/7,33.00 ,25.00 ,12,284867.335
2020/9/8,32.00 ,26.00 ,12,275686.3198
2020/9/9,33.00 ,25.00 ,12,277861.8696
2020/9/10,32.00 ,25.00 ,12,281310.6953
2020/9/11,33.00 ,25.00 ,12,283439.672
2020/9/12,32.00 ,25.00 ,8,272548.5661
2020/9/13,31.00 ,24.00 ,12,254768.8736
2020/9/14,33.00 ,25.00 ,12,277820.2716
2020/9/15,31.00 ,25.00 ,12,273081.1369
2020/9/16,32.00 ,24.00 ,12,275843.6807
2020/9/17,33.00 ,25.00 ,12,279487.397
2020/9/18,29.00 ,24.00 ,8,275579.6071
2020/9/19,28.00 ,25.00 ,12,259657.0119
2020/9/20,30.00 ,25.00 ,12,253690.1431
2020/9/21,33.00 ,25.00 ,12,278777.8796
2020/9/22,32.00 ,24.00 ,12,280219.9288
2020/9/23,31.00 ,24.00 ,12,280303.0075
2020/9/24,30.00 ,24.00 ,12,269257.1234
2020/9/25,31.00 ,24.00 ,1,266644.8381
2020/9/26,28.00 ,24.00 ,8,259831.1066
2020/9/27,28.00 ,23.00 ,12,252791.1281
2020/9/28,30.00 ,25.00 ,12,258085.5233
2020/9/29,29.00 ,24.00 ,12,265863.5546
2020/9/30,30.00 ,23.00 ,12,265720.0419
2020/10/1,28.00 ,24.00 ,12,195753.5881
2020/10/2,31.00 ,23.00 ,12,204783.4303
2020/10/3,31.00 ,23.00 ,1,224688.6131
2020/10/4,33.00 ,22.00 ,12,237674.395
2020/10/5,28.00 ,21.00 ,2,245155.299
2020/10/6,29.00 ,21.00 ,1,242697.1253
2020/10/7,29.00 ,21.00 ,1,239676.3881
2020/10/8,27.00 ,20.00 ,1,236967.8182
2020/10/9,27.00 ,20.00 ,1,245586.3939
2020/10/10,28.00 ,21.00 ,1,250804.3484
2020/10/11,29.00 ,21.00 ,1,241012.9712
2020/10/12,28.00 ,21.00 ,1,260090.4776
2020/10/13,26.00 ,22.00 ,4,258893.7034
2020/10/14,24.00 ,22.00 ,4,262320.3282
2020/10/15,29.00 ,22.00 ,2,262505.2116
2020/10/16,30.00 ,20.00 ,1,258403.1974
2020/10/17,29.00 ,22.00 ,1,246364.2251
2020/10/18,28.00 ,21.00 ,1,238006.5561
2020/10/19,26.00 ,20.00 ,1,247830.0907
2020/10/20,26.00 ,19.00 ,1,248577.2472
2020/10/21,27.00 ,19.00 ,2,245977.8537
2020/10/22,25.00 ,19.00 ,1,246112.0111
2020/10/23,26.00 ,17.00 ,2,242388.2719
2020/10/24,24.00 ,20.00 ,2,238126.8097
2020/10/25,27.00 ,20.00 ,2,233082.1749
2020/10/26,29.00 ,21.00 ,1,252483.7505
2020/10/27,30.00 ,21.00 ,1,256304.6633
2020/10/28,31.00 ,21.00 ,1,256606.6211
2020/10/29,25.00 ,19.00 ,4,251262.3464
2020/10/30,27.00 ,20.00 ,1,247299.379
2020/10/31,27.00 ,21.00 ,1,238728.1065
2020/11/1,29.00 ,20.00 ,1,229288.5445
2020/11/2,27.00 ,19.00 ,2,248896.4193
