date,zdz
2020/12/20,228080.0558
2020/12/21,240831.2142
2020/12/22,239825.671
2020/12/23,239998.4021
2020/12/24,238613.3952
2020/12/25,241270.3658
2020/12/26,233707.919
2020/12/27,228691.0506
2020/12/28,237276.6545
2020/12/29,240264.3658
2020/12/30,234852.4782
2020/12/31,233040.6799
2021/1/1,197261.8285
2021/1/2,216926.3802
2021/1/3,227274.5354
2021/1/4,238898.5202
2021/1/5,239490.7252
2021/1/6,239761.3482
2021/1/7,238957.749
2021/1/8,246508.9217
2021/1/9,240201.1257
2021/1/10,229352.7308
2021/1/11,244896.7687
2021/1/12,244265.7734
2021/1/13,242461.3837
2021/1/14,238489.7575
2021/1/15,237310.3984
2021/1/16,231603.2119
2021/1/17,219009.0951
2021/1/18,235638.484
2021/1/19,232847.358
2021/1/20,230892.0861
2021/1/21,227913.9907
2021/1/22,228477.6556
2021/1/23,218947.1666
2021/1/24,209317.2446
2021/1/25,215857.4052
2021/1/26,211853.0242
2021/1/27,209384.8167
2021/1/28,203272.4283
2021/1/29,201979.5902
2021/1/30,197591.5145
2021/1/31,184114.1391
2021/2/1,191197.1007
2021/2/2,189790.009
2021/2/3,187235.2406
2021/2/4,184260.8221
2021/2/5,181822.4042
2021/2/6,172128.7075
2021/2/7,170321.3836
2021/2/8,162283.7334
2021/2/9,157322.1258
2021/2/10,144197.4364
2021/2/11,134859.6992
2021/2/12,140210.6116
2021/2/13,141267.3752
2021/2/14,142948.7468
2021/2/15,147552.0338
2021/2/16,149423.4032
2021/2/17,150967.5166
2021/2/18,155547.8422
2021/2/19,168281.6695
2021/2/20,177049.1993
2021/2/21,186626.759
2021/2/22,200784.3863
2021/2/23,168366.9385
2021/2/24,220423.3935
2021/2/25,223082.4364
2021/2/26,225321.6956
2021/2/27,182472.4828
2021/2/28,215130.1668
2021/3/1,232296.2395
2021/3/2,233139.4476
2021/3/3,237799.8373
2021/3/4,240040.3437
2021/3/5,241754.1209
2021/3/6,239838.2797
2021/3/7,227362.005
2021/3/8,242781.7341
2021/3/9,243396.9301
2021/3/10,242794.1171
2021/3/11,244712.6482
2021/3/12,247048.1126
2021/3/13,241627.6846
2021/3/14,233492.396
2021/3/15,247965.7571
2021/3/16,249660.6607
2021/3/17,252661.8086
2021/3/18,257781.5453
2021/3/19,258845.5956
2021/3/20,251904.3589
2021/3/21,230970.6873
2021/3/22,243191.2553
2021/3/23,244180.3722
2021/3/24,244880.2286
2021/3/25,246616.5637
2021/3/26,246271.2043
2021/3/27,246362.9719
2021/3/28,243073.4855
2021/3/29,261064.1234
2021/3/30,267689.7391
2021/3/31,263316.4464
2021/4/1,267430.7148
2021/4/2,268794.6822
2021/4/3,242777.1804
2021/4/4,201361.7961
2021/4/5,227106.0518
2021/4/6,255045.5794
2021/4/7,256551.7666
2021/4/8,252463.5476
2021/4/9,249346.1236
2021/4/10,245420.063
2021/4/11,242622.8806
2021/4/12,262730.0839
2021/4/13,268919.5842
2021/4/14,270592.9078
2021/4/15,264118.0711
2021/4/16,257628.7471
2021/4/17,247991.3274
2021/4/18,239820.5942
2021/4/19,251914.0396
2021/4/20,254118.4957
2021/4/21,260455.4831
2021/4/22,265033.7894
2021/4/23,270680.075
2021/4/24,263033.1212
2021/4/25,263705.1549
2021/4/26,210338.1321
2021/4/27,230145.1115
2021/4/28,229506.5913
2021/4/29,226720.8967
2021/4/30,227000.6334
2021/5/1,185259.8104
2021/5/2,200987.4876
2021/5/3,213355.0718
2021/5/4,259688.9821
2021/5/5,258369.9263
2021/5/6,273351.3468
2021/5/7,277192.1774
2021/5/8,282483.9416
2021/5/9,267265.2581
2021/5/10,284069.9999
2021/5/11,287697.8212
2021/5/12,286748.9045
2021/5/13,287906.2017
2021/5/14,284763.2868
2021/5/15,275494.0403
2021/5/16,267945.4877
2021/5/17,292638.0543
2021/5/18,293655.1528
2021/5/19,287651.2771
2021/5/20,284369.1724
2021/5/21,282806.8966
2021/5/22,272687.2918
2021/5/23,269982.4019
2021/5/24,283095.6731
2021/5/25,278337.5723
2021/5/26,277090.1277
2021/5/27,278738.1227
2021/5/28,278133.1925
2021/5/29,263287.5505
2021/5/30,257060.7934
2021/5/31,279118.9742
2021/6/1,269761.0625
2021/6/2,272159.4315
2021/6/3,279550.5191
2021/6/4,270282.6626
2021/6/5,257975.7593
2021/6/6,254922.2349
2021/6/7,278333.5726
2021/6/8,280617.4681
2021/6/9,284108.9338
2021/6/10,284523.1931
2021/6/11,281482.8987
2021/6/12,265095.0013
2021/6/13,251169.232
2021/6/14,215741.544
2021/6/15,281381.5371
2021/6/16,288130.3367
2021/6/17,289756.2559
2021/6/18,289031.6298
2021/6/19,279702.1231
2021/6/20,263958.0485
2021/6/21,293668.8335
2021/6/22,279647.9802
2021/6/23,277178.2929
2021/6/24,275933.0267
2021/6/25,283281.1744
2021/6/26,273016.5104
2021/6/27,262948.1572
2021/6/28,289269.0987
2021/6/29,287607.9187
2021/6/30,283108.8711
2021/7/1,283569.061
2021/7/2,288896.8733
2021/7/3,282144.3857
2021/7/4,266769.395
2021/7/5,291707.4702
2021/7/6,293906.8436
2021/7/7,293000.1116
2021/7/8,292637.5225
2021/7/9,290071.5331
2021/7/10,280406.2265
2021/7/11,265263.5565
2021/7/12,296903.4134
2021/7/13,297940.7667
2021/7/14,297518.1475
2021/7/15,295229.7493
2021/7/16,290941.3413
2021/7/17,276596.8918
2021/7/18,265036.6228
2021/7/19,286043.8597
2021/7/20,284999.0219
2021/7/21,283147.1292
2021/7/22,285135.6859
2021/7/23,289976.608
2021/7/24,279994.5543
2021/7/25,266310.0005
2021/7/26,290546.9334
2021/7/27,291851.0113
2021/7/28,287780.3093
2021/7/29,289034.4259
2021/7/30,285215.6941
2021/7/31,275344.7005
2021/8/1,260637.7529
2021/8/2,284900.7341
2021/8/3,289209.0973
2021/8/4,285892.6269
2021/8/5,280292.7636
2021/8/6,284681.6499
2021/8/7,275380.6489
2021/8/8,259421.7674
2021/8/9,283524.9962
2021/8/10,279225.6487
2021/8/11,281238.7353
2021/8/12,286814.3477
2021/8/13,284384.4596
2021/8/14,270718.6976
2021/8/15,255408.8861
2021/8/16,284429.1306
2021/8/17,287394.5761
2021/8/18,286183.2932
2021/8/19,283197.8842
2021/8/20,282857.9958
2021/8/21,271247.1051
2021/8/22,261417.1123
2021/8/23,285440.9907
2021/8/24,285304.5128
2021/8/25,283973.6636
2021/8/26,282771.3828
2021/8/27,283786.508
2021/8/28,272522.5991
2021/8/29,261364.9171
2021/8/30,285669.143
2021/8/31,280565.9749
