ds,y,wd
2020/7/27,187888.0579,29
2020/7/28,194219.7018,28
2020/7/29,195838.8675,28
2020/7/30,194540.8629,27
2020/7/31,191848.5315,26
2020/8/1,183615.6545,26
2020/8/2,183471.3358,25
2020/8/3,184241.4674,25
2020/8/4,189663.0399,26
2020/8/5,190228.8354,25
2020/8/6,186186.1276,26
2020/8/7,192690.7295,26
2020/8/8,190746.1171,26
2020/8/9,190993.7981,27
2020/8/10,191597.9946,27
2020/8/11,193791.174,27
2020/8/12,192276.1184,26
2020/8/13,189795.8208,25
2020/8/14,190810.7319,26
2020/8/15,191398.1161,26
2020/8/16,185841.9835,27
2020/8/17,184261.6767,26
2020/8/18,190810.9427,25
2020/8/19,191050.1483,26
2020/8/20,190177.3681,27
2020/8/21,190736.0917,26
2020/8/22,192927.6463,26
2020/8/23,190043.9971,26
2020/8/24,190245.2938,26
2020/8/25,196787.2663,26
2020/8/26,196934.6994,24
2020/8/27,192555.703,25
2020/8/28,141949.9317,27
2020/8/29,182262.4568,28
2020/8/30,193341.8534,27
2020/8/31,186074.502,27
2020/9/1,189786.7138,28
2020/9/2,191308.3677,27
2020/9/3,197230.4089,28
2020/9/4,197991.6728,27
2020/9/5,195152.1001,27
2020/9/6,192298.7704,26
2020/9/7,194931.374,25
2020/9/8,53067.9087,26
2020/9/9,191693.7223,25
2020/9/10,191570.2076,25
2020/9/11,195649.8383,25
2020/9/12,193113.173,25
2020/9/13,191385.6255,24
2020/9/14,189516.8801,25
2020/9/15,190987.3797,25
2020/9/16,188534.4451,24
2020/9/17,191819.3178,25
2020/9/18,194470.0625,24
2020/9/19,190376.7561,25
2020/9/20,189619.0207,25
2020/9/21,190705.1834,25
2020/9/22,193539.4053,24
2020/9/23,194551.953,24
2020/9/24,192383.0947,24
2020/9/25,190588.1187,24
2020/9/26,191865.9872,24
2020/9/27,189667.2339,23
2020/9/28,186853.0408,25
2020/9/29,190919.2165,24
2020/9/30,177639.0341,23
2020/10/1,142099.7898,24
2020/10/2,136595.5565,23
2020/10/3,144927.3173,23
2020/10/4,170914.3031,22
2020/10/5,182218.6167,21
2020/10/6,183548.2416,21
2020/10/7,182533.232,21
2020/10/8,184522.708,20
2020/10/9,183503.0481,20
2020/10/10,184662.9978,21
2020/10/11,187007.2736,21
2020/10/12,183929.8881,21
2020/10/13,190342.1766,22
2020/10/14,189113.1888,22
2020/10/15,191039.9844,22
2020/10/16,187524.6411,20
2020/10/17,185835.5266,22
2020/10/18,186130.7095,21
2020/10/19,183185.623,20
2020/10/20,186794.6255,19
2020/10/21,187871.4712,19
2020/10/22,186996.6134,19
2020/10/23,186736.3836,17
2020/10/24,185582.3171,20
2020/10/25,185258.7299,20
2020/10/26,185525.3547,21
2020/10/27,187300.227,21
2020/10/28,189111.3889,21
2020/10/29,189700.981,19
2020/10/30,186972.4937,20
2020/10/31,185800.5655,21
2020/11/1,174221.2674,20
2020/11/2,176448.1373,19
2020/11/3,184721.9552,19
2020/11/4,184720.3114,19
2020/11/5,186832.3625,18
2020/11/6,188428.1048,20
2020/11/7,184225.2411,20
2020/11/8,184849.8253,19
2020/11/9,185648.0346,17
2020/11/10,186665.9269,18
2020/11/11,182678.353,15
2020/11/12,180166.6467,17
2020/11/13,184757.8012,18
2020/11/14,185897.1043,20
2020/11/15,183017.646,19
2020/11/16,176488.8391,19
2020/11/17,181526.9369,21
2020/11/18,187023.8933,22
2020/11/19,187758.8429,23
2020/11/20,63443.6239,23
2020/11/21,133058.7144,22
2020/11/22,187893.9504,18
2020/11/23,185642.4791,17
2020/11/24,179617.719,17
2020/11/25,185959.9328,19
2020/11/26,186603.1421,16
2020/11/27,183452.8249,15
2020/11/28,184909.3435,14
2020/11/29,182935.6718,14
2020/11/30,179136.7173,14
2020/12/1,176195.6682,14
2020/12/2,176686.2956,12
2020/12/3,184095.0252,11
2020/12/4,186108.8789,10
2020/12/5,185317.623,12
2020/12/6,183340.8783,14
2020/12/7,182441.3414,11
2020/12/8,187191.5576,14
2020/12/9,185489.0349,14
2020/12/10,187096.3786,15
2020/12/11,185029.5599,18
2020/12/12,182732.8293,17
2020/12/13,182628.8345,14
2020/12/14,181377.1394,9
2020/12/15,187637.4259,8
2020/12/16,185619.6982,10
2020/12/17,184426.9481,8
2020/12/18,187902.2225,10
2020/12/19,189589.3481,8
2020/12/20,187812.9988,9
2020/12/21,185959.1785,10
2020/12/22,186483.9543,11
2020/12/23,188819.5254,14
2020/12/24,187954.148,10
2020/12/25,188131.242,14
2020/12/26,187907.8359,16
2020/12/27,182559.3297,17
2020/12/28,185024.2514,14
2020/12/29,185919.6498,9
2020/12/30,184877.1279,5
2020/12/31,180526.3952,3
2021/1/1,155191.2678,7
2021/1/2,147140.7059,7
2021/1/3,174685.0487,10
2021/1/4,181839.9192,15
2021/1/5,185007.6871,12
2021/1/6,185950.7144,10
2021/1/7,184258.0086,4
2021/1/8,186218.4037,5
2021/1/9,185820.9347,6
2021/1/10,184124.246,8
2021/1/11,147701.2929,5
2021/1/12,185194.7178,4
2021/1/13,183317.6918,7
2021/1/14,182729.9708,10
2021/1/15,180245.289,11
2021/1/16,174415.5239,12
2021/1/17,174608.3492,7
2021/1/18,169940.4138,7
2021/1/19,171937.2073,12
2021/1/20,170613.2909,14
2021/1/21,164943.1683,16
2021/1/22,165190.6639,13
2021/1/23,160757.0531,13
2021/1/24,155796.3726,15
2021/1/25,151694.0737,14
2021/1/26,148371.1094,15
2021/1/27,143849.5317,14
2021/1/28,140473.8158,10
2021/1/29,135143.0626,9
2021/1/30,136253.7966,12
2021/1/31,132324.5797,13
2021/2/1,126140.9558,14
2021/2/2,127573.4426,15
2021/2/3,126215.961,13
2021/2/4,123536.4351,13
2021/2/5,121422.9278,13
2021/2/6,117626.6727,15
2021/2/7,114144.4599,16
2021/2/8,111434.5275,15
2021/2/9,108253.7139,14
2021/2/10,104896.8188,12
2021/2/11,100797.3997,11
2021/2/12,100006.5686,14
2021/2/13,99919.3266,13
2021/2/14,100493.1039,14
2021/2/15,100151.4322,15
2021/2/16,101442.4733,15
2021/2/17,102015.1062,13
2021/2/18,103255.9406,11
2021/2/19,106790.9887,13
2021/2/20,112719.0921,14
2021/2/21,118919.7545,15
2021/2/22,133081.037,16
2021/2/23,139527.5961,17
2021/2/24,147714.5387,19
2021/2/25,159916.3127,18
2021/2/26,153898.887,13
2021/2/27,152635.5648,16
2021/2/28,154231.493,16
2021/3/1,154966.5136,13
2021/3/2,162553.5479,15
2021/3/3,166261.1808,17
2021/3/4,169157.4884,18
2021/3/5,174438.6809,18
2021/3/6,176064.8463,15
2021/3/7,175141.3851,15
2021/3/8,175018.0844,13
2021/3/9,180149.086,17
2021/3/10,183026.9784,18
2021/3/11,182567.9396,19
2021/3/12,183566.7983,20
2021/3/13,186037.4524,19
2021/3/14,183995.6696,19
2021/3/15,181898.977,19
2021/3/16,182694.9721,19
2021/3/17,187650.9677,20
2021/3/18,189735.2006,21
2021/3/19,191074.8517,21
2021/3/20,191091.8908,18
2021/3/21,186851.3712,13
2021/3/22,183276.4934,13
2021/3/23,187462.2485,16
2021/3/24,187498.9572,18
2021/3/25,187322.1511,16
2021/3/26,188087.2826,19
2021/3/27,188721.0148,21
2021/3/28,189503.5138,22
2021/3/29,188712.4683,23
2021/3/30,195139.5871,23
2021/3/31,196200.4266,24
2021/4/1,190778.8933,24
2021/4/2,195373.4646,24
2021/4/3,185810.0487,25
2021/4/4,160593.8565,20
2021/4/5,153079.7723,21
2021/4/6,177528.8273,22
2021/4/7,191525.1321,20
2021/4/8,191403.4655,18
2021/4/9,191102.7201,19
2021/4/10,190295.0148,19
2021/4/11,189417.4913,19
2021/4/12,191576.8697,21
2021/4/13,195728.5921,22
2021/4/14,198940.6324,23
2021/4/15,198339.6474,21
2021/4/16,191708.0919,21
2021/4/17,191086.472,20
2021/4/18,14429.9922,19
2021/4/19,185637.3545,19
2021/4/20,191624.6476,20
2021/4/21,192025.6728,21
2021/4/22,194727.7176,22
2021/4/23,196455.2685,23
2021/4/24,193968.109,25
2021/4/25,194308.434,20
2021/4/26,32940.4734,21
2021/4/27,56561.6625,21
2021/4/28,84704.2968,19
2021/4/29,85035.1773,18
2021/4/30,91340.3289,19
2021/5/1,86966.5086,23
2021/5/2,99198.8047,22
2021/5/3,64177.0407,23
2021/5/4,185109.6104,21
2021/5/5,191432.7528,21
2021/5/6,195849.8042,22
2021/5/7,196093.6717,23
2021/5/8,200097.4616,23
2021/5/9,199865.7796,24
2021/5/10,198848.5605,24
2021/5/11,192323.3491,25
2021/5/12,200893.8542,25
2021/5/13,171967.809,26
2021/5/14,206566.5595,26
2021/5/15,202924.8856,27
2021/5/16,193235.7973,26
2021/5/17,199433.7299,25
2021/5/18,205327.1345,26
2021/5/19,183034.1551,26
2021/5/20,122742.9807,28
2021/5/21,203750.0468,28
2021/5/22,204207.9953,28
2021/5/23,203736.5877,27
2021/5/24,137237.4787,26
2021/5/25,200488.0758,26
2021/5/26,195534.9171,26
2021/5/27,155593.8767,27
2021/5/28,185276.3217,27
2021/5/29,176893.9616,27
2021/5/30,199141.8781,26
2021/5/31,200937.6278,24
2021/6/1,195440.3296,26
2021/6/2,195187.9754,26
2021/6/3,193214.9455,24
2021/6/4,189463.1009,23
2021/6/5,193203.4843,24
2021/6/6,197387.4673,24
2021/6/7,200468.1184,24
2021/6/8,201762.2363,25
2021/6/9,201498.4359,25
2021/6/10,201025.9442,27
2021/6/11,177897.9582,25
2021/6/12,193594.5972,24
2021/6/13,196503.6515,27
2021/6/14,171136.9641,25
2021/6/15,165888.8871,27
2021/6/16,200391.7083,27
2021/6/17,204092.129,27
2021/6/18,201684.1018,26
2021/6/19,174046.2139,28
2021/6/20,178336.0048,28
2021/6/21,200858.0292,25
2021/6/22,199265.514,25
2021/6/23,200857.3383,25
2021/6/24,194715.5605,24
2021/6/25,161290.3825,26
2021/6/26,198057.2578,25
2021/6/27,186949.5474,26
2021/6/28,196440.2162,26
2021/6/29,199968.0388,26
2021/6/30,199682.8108,27
2021/7/1,194208.1504,28
2021/7/2,198467.1017,27
2021/7/3,186580.7529,27
2021/7/4,196680.4156,27
2021/7/5,199725.8723,28
2021/7/6,200528.3155,26
2021/7/7,204469.8641,27
2021/7/8,200658.1082,27
2021/7/9,192675.3212,28
2021/7/10,202869.4572,28
2021/7/11,201192.0882,27
2021/7/12,197994.4377,27
2021/7/13,205087.6807,28
2021/7/14,204451.8427,28
2021/7/15,203619.5123,27
2021/7/16,176748.5573,27
2021/7/17,192991.6792,27
2021/7/18,194488.148,26
2021/7/19,192955.1358,26
2021/7/20,197618.7708,25
2021/7/21,199864.6029,26
2021/7/22,192596.2073,27
2021/7/23,157118.3672,27
2021/7/24,197736.5685,27
2021/7/25,197544.1954,28
2021/7/26,196457.8454,27
2021/7/27,198723.0553,28
2021/7/28,199574.9985,28
2021/7/29,190268.0111,26
2021/7/30,198678.9101,26
2021/7/31,157970.1199,26
2021/8/1,186037.5529,25
2021/8/2,176044.9468,26
2021/8/3,194205.5568,26
2021/8/4,194016.8389,26
2021/8/5,193972.211,26
2021/8/6,194379.289,26
2021/8/7,194128.9501,26
2021/8/8,174527.6276,27
2021/8/9,3294.5409,26
2021/8/10,192027.5904,26
2021/8/11,192138.946,26
2021/8/12,191588.809,25
2021/8/13,167363.5785,26
2021/8/14,184205.7825,26
2021/8/15,190917.3183,25
2021/8/16,183820.2473,25
2021/8/17,192520.9951,27
2021/8/18,191657.1538,27
2021/8/19,194641.0218,25
2021/8/20,157809.8014,26
2021/8/21,179995.4059,27
2021/8/22,193868.2305,27
2021/8/23,193908.432,27
2021/8/24,197184.1426,27
2021/8/25,198459.7026,26
2021/8/26,198353.6933,27
2021/8/27,188463.0423,26
2021/8/28,195604.1868,26
2021/8/29,196184.9794,25
2021/8/30,192606.5953,26
2021/8/31,191878.2274,26
,,26.1815826
,,26.10854424
,,26.17825739
,,26.0453237
,,25.73094196
,,25.50319537
,,25.7056106
,,25.68321358
,,25.55440592
,,25.57207738
,,25.39165505
,,25.03501523
,,24.77075216
,,24.94272361
,,24.89609859
,,24.74923136
,,24.75477746
,,24.56775201
,,24.20945635
,,23.94776654
,,24.12570322
,,24.08750745
,,23.95054576
,,23.96645922
,,23.78925592
,,23.43927159
,,23.18349116
,,23.36414955
,,23.32483527
,,23.18241939
