ds,y,wd
2020/7/27,284770.553,29
2020/7/28,283874.5247,28
2020/7/29,283853.4996,28
2020/7/30,285616.4519,27
2020/7/31,275376.1409,26
2020/8/1,260173.0663,26
2020/8/2,244379.2443,25
2020/8/3,269334.2715,25
2020/8/4,270041.4218,26
2020/8/5,267072.729,25
2020/8/6,272939.0993,26
2020/8/7,276048.2371,26
2020/8/8,266373.3509,26
2020/8/9,254796.8545,27
2020/8/10,280497.0311,27
2020/8/11,282048.517,27
2020/8/12,276057.3588,26
2020/8/13,271812.2903,25
2020/8/14,275745.4044,26
2020/8/15,258104.5563,26
2020/8/16,246111.9555,27
2020/8/17,275121.8622,26
2020/8/18,277583.6676,25
2020/8/19,263860.0167,26
2020/8/20,273481.3065,27
2020/8/21,275919.5869,26
2020/8/22,266231.6338,26
2020/8/23,253937.5853,26
2020/8/24,283655.4711,26
2020/8/25,287386.0752,26
2020/8/26,284160.188,24
2020/8/27,281054.8171,25
2020/8/28,283710.2902,27
2020/8/29,269452.8383,28
2020/8/30,256631.7042,27
2020/8/31,278106.4172,27
2020/9/1,282802.8604,28
2020/9/2,287010.4516,27
2020/9/3,286197.9387,28
2020/9/4,289028.5063,27
2020/9/5,264714.5936,27
2020/9/6,256750.9357,26
2020/9/7,284867.335,25
2020/9/8,275686.3198,26
2020/9/9,277861.8696,25
2020/9/10,281310.6953,25
2020/9/11,283439.672,25
2020/9/12,272548.5661,25
2020/9/13,254768.8736,24
2020/9/14,277820.2716,25
2020/9/15,273081.1369,25
2020/9/16,275843.6807,24
2020/9/17,279487.397,25
2020/9/18,275579.6071,24
2020/9/19,259657.0119,25
2020/9/20,253690.1431,25
2020/9/21,278777.8796,25
2020/9/22,280219.9288,24
2020/9/23,280303.0075,24
2020/9/24,269257.1234,24
2020/9/25,266644.8381,24
2020/9/26,259831.1066,24
2020/9/27,252791.1281,23
2020/9/28,258085.5233,25
2020/9/29,265863.5546,24
2020/9/30,265720.0419,23
2020/10/1,195753.5881,24
2020/10/2,204783.4303,23
2020/10/3,224688.6131,23
2020/10/4,237674.395,22
2020/10/5,245155.299,21
2020/10/6,242697.1253,21
2020/10/7,239676.3881,21
2020/10/8,236967.8182,20
2020/10/9,245586.3939,20
2020/10/10,250804.3484,21
2020/10/11,241012.9712,21
2020/10/12,260090.4776,21
2020/10/13,258893.7034,22
2020/10/14,262320.3282,22
2020/10/15,262505.2116,22
2020/10/16,258403.1974,20
2020/10/17,246364.2251,22
2020/10/18,238006.5561,21
2020/10/19,247830.0907,20
2020/10/20,248577.2472,19
2020/10/21,245977.8537,19
2020/10/22,246112.0111,19
2020/10/23,242388.2719,17
2020/10/24,238126.8097,20
2020/10/25,233082.1749,20
2020/10/26,252483.7505,21
2020/10/27,256304.6633,21
2020/10/28,256606.6211,21
2020/10/29,251262.3464,19
2020/10/30,247299.379,20
2020/10/31,238728.1065,21
2020/11/1,229288.5445,20
2020/11/2,248896.4193,19
2020/11/3,247232.1429,19
2020/11/4,244867.2642,19
2020/11/5,248542.1416,18
2020/11/6,250156.8387,20
2020/11/7,245412.5719,20
2020/11/8,235824.7834,19
2020/11/9,244559.4973,17
2020/11/10,243818.4558,18
2020/11/11,243219.9958,15
2020/11/12,243118.3793,17
2020/11/13,244388.4502,18
2020/11/14,238871.0845,20
2020/11/15,227423.303,19
2020/11/16,245727.3535,19
2020/11/17,249822.0539,21
2020/11/18,253596.4497,22
2020/11/19,258387.9186,23
2020/11/20,261657.2915,23
2020/11/21,252622.8335,22
2020/11/22,242439.3411,18
2020/11/23,244836.0218,17
2020/11/24,245671.1848,17
2020/11/25,247753.0271,19
2020/11/26,248084.4244,16
2020/11/27,242663.8044,15
2020/11/28,237249.1689,14
2020/11/29,226570.9501,14
2020/11/30,234281.6511,14
2020/12/1,234836.2037,14
2020/12/2,237670.2249,12
2020/12/3,239004.417,11
2020/12/4,238464.538,10
2020/12/5,233561.1782,12
2020/12/6,227305.1612,14
2020/12/7,236838.309,11
2020/12/8,238850.8529,14
2020/12/9,238439.1525,14
2020/12/10,238784.956,15
2020/12/11,238020.8496,18
2020/12/12,235260.4691,17
2020/12/13,225834.6387,14
2020/12/14,239586.2965,9
2020/12/15,241472.6957,8
2020/12/16,240576.6064,10
2020/12/17,242596.837,8
2020/12/18,243892.4307,10
2020/12/19,237924.1197,8
2020/12/20,228080.0558,9
2020/12/21,240831.2142,10
2020/12/22,239825.671,11
2020/12/23,239998.4021,14
2020/12/24,238613.3952,10
2020/12/25,241270.3658,14
2020/12/26,233707.919,16
2020/12/27,228691.0506,17
2020/12/28,237276.6545,14
2020/12/29,240264.3658,9
2020/12/30,234852.4782,5
2020/12/31,233040.6799,3
2021/1/1,197261.8285,7
2021/1/2,216926.3802,7
2021/1/3,227274.5354,10
2021/1/4,238898.5202,15
2021/1/5,239490.7252,12
2021/1/6,239761.3482,10
2021/1/7,238957.749,4
2021/1/8,246508.9217,5
2021/1/9,240201.1257,6
2021/1/10,229352.7308,8
2021/1/11,244896.7687,5
2021/1/12,244265.7734,4
2021/1/13,242461.3837,7
2021/1/14,238489.7575,10
2021/1/15,237310.3984,11
2021/1/16,231603.2119,12
2021/1/17,219009.0951,7
2021/1/18,235638.484,7
2021/1/19,232847.358,12
2021/1/20,230892.0861,14
2021/1/21,227913.9907,16
2021/1/22,228477.6556,13
2021/1/23,218947.1666,13
2021/1/24,209317.2446,15
2021/1/25,215857.4052,14
2021/1/26,211853.0242,15
2021/1/27,209384.8167,14
2021/1/28,203272.4283,10
2021/1/29,201979.5902,9
2021/1/30,197591.5145,12
2021/1/31,184114.1391,13
2021/2/1,191197.1007,14
2021/2/2,189790.009,15
2021/2/3,187235.2406,13
2021/2/4,184260.8221,13
2021/2/5,181822.4042,13
2021/2/6,172128.7075,15
2021/2/7,170321.3836,16
2021/2/8,162283.7334,15
2021/2/9,157322.1258,14
2021/2/10,144197.4364,12
2021/2/11,134859.6992,11
2021/2/12,140210.6116,14
2021/2/13,141267.3752,13
2021/2/14,142948.7468,14
2021/2/15,147552.0338,15
2021/2/16,149423.4032,15
2021/2/17,150967.5166,13
2021/2/18,155547.8422,11
2021/2/19,168281.6695,13
2021/2/20,177049.1993,14
2021/2/21,186626.759,15
2021/2/22,200784.3863,16
2021/2/23,168366.9385,17
2021/2/24,220423.3935,19
2021/2/25,223082.4364,18
2021/2/26,225321.6956,13
2021/2/27,182472.4828,16
2021/2/28,215130.1668,16
2021/3/1,232296.2395,13
2021/3/2,233139.4476,15
2021/3/3,237799.8373,17
2021/3/4,240040.3437,18
2021/3/5,241754.1209,18
2021/3/6,239838.2797,15
2021/3/7,227362.005,15
2021/3/8,242781.7341,13
2021/3/9,243396.9301,17
2021/3/10,242794.1171,18
2021/3/11,244712.6482,19
2021/3/12,247048.1126,20
2021/3/13,241627.6846,19
2021/3/14,233492.396,19
2021/3/15,247965.7571,19
2021/3/16,249660.6607,19
2021/3/17,252661.8086,20
2021/3/18,257781.5453,21
2021/3/19,258845.5956,21
2021/3/20,251904.3589,18
2021/3/21,230970.6873,13
2021/3/22,243191.2553,13
2021/3/23,244180.3722,16
2021/3/24,244880.2286,18
2021/3/25,246616.5637,16
2021/3/26,246271.2043,19
2021/3/27,246362.9719,21
2021/3/28,243073.4855,22
2021/3/29,261064.1234,23
2021/3/30,267689.7391,23
2021/3/31,263316.4464,24
2021/4/1,267430.7148,24
2021/4/2,268794.6822,24
2021/4/3,242777.1804,25
2021/4/4,201361.7961,20
2021/4/5,227106.0518,21
2021/4/6,255045.5794,22
2021/4/7,256551.7666,20
2021/4/8,252463.5476,18
2021/4/9,249346.1236,19
2021/4/10,245420.063,19
2021/4/11,242622.8806,19
2021/4/12,262730.0839,21
2021/4/13,268919.5842,22
2021/4/14,270592.9078,23
2021/4/15,264118.0711,21
2021/4/16,257628.7471,21
2021/4/17,247991.3274,20
2021/4/18,239820.5942,19
2021/4/19,251914.0396,19
2021/4/20,254118.4957,20
2021/4/21,260455.4831,21
2021/4/22,265033.7894,22
2021/4/23,270680.075,23
2021/4/24,263033.1212,25
2021/4/25,263705.1549,20
2021/4/26,210338.1321,21
2021/4/27,230145.1115,21
2021/4/28,229506.5913,19
2021/4/29,226720.8967,18
2021/4/30,227000.6334,19
2021/5/1,185259.8104,23
2021/5/2,200987.4876,22
2021/5/3,213355.0718,23
2021/5/4,259688.9821,21
2021/5/5,258369.9263,21
2021/5/6,273351.3468,22
2021/5/7,277192.1774,23
2021/5/8,282483.9416,23
2021/5/9,267265.2581,24
2021/5/10,284069.9999,24
2021/5/11,287697.8212,25
2021/5/12,286748.9045,25
2021/5/13,287906.2017,26
2021/5/14,284763.2868,26
2021/5/15,275494.0403,27
2021/5/16,267945.4877,26
2021/5/17,292638.0543,25
2021/5/18,293655.1528,26
2021/5/19,287651.2771,26
2021/5/20,284369.1724,28
2021/5/21,282806.8966,28
2021/5/22,272687.2918,28
2021/5/23,269982.4019,27
2021/5/24,283095.6731,26
2021/5/25,278337.5723,26
2021/5/26,277090.1277,26
2021/5/27,278738.1227,27
2021/5/28,278133.1925,27
2021/5/29,263287.5505,27
2021/5/30,257060.7934,26
2021/5/31,279118.9742,24
2021/6/1,269761.0625,26
2021/6/2,272159.4315,26
2021/6/3,279550.5191,24
2021/6/4,270282.6626,23
2021/6/5,257975.7593,24
2021/6/6,254922.2349,24
2021/6/7,278333.5726,24
2021/6/8,280617.4681,25
2021/6/9,284108.9338,25
2021/6/10,284523.1931,27
2021/6/11,281482.8987,25
2021/6/12,265095.0013,24
2021/6/13,251169.232,27
2021/6/14,215741.544,25
2021/6/15,281381.5371,27
2021/6/16,288130.3367,27
2021/6/17,289756.2559,27
2021/6/18,289031.6298,26
2021/6/19,279702.1231,28
2021/6/20,263958.0485,28
2021/6/21,293668.8335,25
2021/6/22,279647.9802,25
2021/6/23,277178.2929,25
2021/6/24,275933.0267,24
2021/6/25,283281.1744,26
2021/6/26,273016.5104,25
2021/6/27,262948.1572,26
2021/6/28,289269.0987,26
2021/6/29,287607.9187,26
2021/6/30,283108.8711,27
2021/7/1,283569.061,28
2021/7/2,288896.8733,27
2021/7/3,282144.3857,27
2021/7/4,266769.395,27
2021/7/5,291707.4702,28
2021/7/6,293906.8436,26
2021/7/7,293000.1116,27
2021/7/8,292637.5225,27
2021/7/9,290071.5331,28
2021/7/10,280406.2265,28
2021/7/11,265263.5565,27
2021/7/12,296903.4134,27
2021/7/13,297940.7667,28
2021/7/14,297518.1475,28
2021/7/15,295229.7493,27
2021/7/16,290941.3413,27
2021/7/17,276596.8918,27
2021/7/18,265036.6228,26
2021/7/19,286043.8597,26
2021/7/20,284999.0219,25
2021/7/21,283147.1292,26
2021/7/22,285135.6859,27
2021/7/23,289976.608,27
2021/7/24,279994.5543,27
2021/7/25,266310.0005,28
2021/7/26,290546.9334,27
2021/7/27,291851.0113,28
2021/7/28,287780.3093,28
2021/7/29,289034.4259,26
2021/7/30,285215.6941,26
2021/7/31,275344.7005,26
2021/8/1,260637.7529,25
2021/8/2,284900.7341,26
2021/8/3,289209.0973,26
2021/8/4,285892.6269,26
2021/8/5,280292.7636,26
2021/8/6,284681.6499,26
2021/8/7,275380.6489,26
2021/8/8,259421.7674,27
2021/8/9,283524.9962,26
2021/8/10,279225.6487,26
2021/8/11,281238.7353,26
2021/8/12,286814.3477,25
2021/8/13,284384.4596,26
2021/8/14,270718.6976,26
2021/8/15,255408.8861,25
2021/8/16,284429.1306,25
2021/8/17,287394.5761,27
2021/8/18,286183.2932,27
2021/8/19,283197.8842,25
2021/8/20,282857.9958,26
2021/8/21,271247.1051,27
2021/8/22,261417.1123,27
2021/8/23,285440.9907,27
2021/8/24,285304.5128,27
2021/8/25,283973.6636,26
2021/8/26,282771.3828,27
2021/8/27,283786.508,26
2021/8/28,272522.5991,26
2021/8/29,261364.9171,25
2021/8/30,285669.143,26
2021/8/31,280565.9749,26
,,26.1815826
,,26.10854424
,,26.17825739
,,26.0453237
,,25.73094196
,,25.50319537
,,25.7056106
,,25.68321358
,,25.55440592
,,25.57207738
,,25.39165505
,,25.03501523
,,24.77075216
,,24.94272361
,,24.89609859
,,24.74923136
,,24.75477746
,,24.56775201
,,24.20945635
,,23.94776654
,,24.12570322
,,24.08750745
,,23.95054576
,,23.96645922
,,23.78925592
,,23.43927159
,,23.18349116
,,23.36414955
,,23.32483527
,,23.18241939
